,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment,accents_cleaned,probs
67124,334955,334955,335357,987704,e93a430705a528b48c4250c2a3dd1784d8148e3293963d1c82696146c2ecc3db3d2aba83017481b2043db6f9a85c0725cd60494690524e954ad3990c580e9657,common_voice_en_535987.mp3,You don't have to make all that fuss about it.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
40350,201038,201038,201204,731896,92d26c616d9147cfe826e65944654a157c91291ac2a629b5271513b40268a32af013631d68a901fc4471da79736760c3a1f21d42c0e81c3754c625263474e327,common_voice_en_57673.mp3,what films are showing at United Paramount Theatres,2,0,thirties,female,United States English,,en,,usa,0.467988270004379
4193,21152,21152,21191,191324,39d990e883e568093a5973e139b21da9e49ab5e25ca2caa0cc824d820830859465470ff5e1583417ad1ebf54690b796236736957db9d233eb47cbe28a267f7b6,common_voice_en_21917863.mp3,one,2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,Benchmark,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
22710,113367,113367,113533,521677,5cde6ada7c07669d941fac227c3dfe258aa8f3787f0b65e15f7edd92fa4c7467eecc08c74f8851a02eff38f8fb42fe7321573217688cc144279b9660c6459dbe,common_voice_en_119744.mp3,There's a copy on my desk.,3,0,thirties,male,England English,,en,,uk,0.1847397710429457
74159,369608,369608,370268,1049629,1e96e4da92f5ad7a12b21e433d0465b8bc50e14d8da7f1f0e7bae2a15ff6443e2f244d995e7969deb2f6a4a0cf06fa4fb629e247c4815fe3e4e80ad25247b55d,common_voice_en_108073.mp3,I simply can't get it to gel!,2,0,thirties,female,United States English,,en,,usa,0.467988270004379
8604,42932,42932,43046,293598,389c482a8681e30e2fa521cc96155683fdca3de1f297817ea39d4657b7f86218a5afec2425e47d6ad95241951bc08f07a1f6654bf3a2a9a9aa184f6cbb637f49,common_voice_en_17269006.mp3,Who could it be?,2,0,thirties,female,Australian English,,en,,australia,0.0562383584134121
98028,488769,488769,489429,1246881,94e0029173b383f6bb8e6e5e8dfef3626d3d9d994a196e8e7bbdb0f34af77e25895e9b7c513b8a5f34db29084fb00838670bdf2e7735d34c53ed30363e8d7a17,common_voice_en_20755090.mp3,"Back ashore, Peter gets a ride with Cleveland back to Rhode Island.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
56315,280625,280625,281027,891916,26c7c4032c9e6f86d9f988007acbeb7ada8963f7d9fe50a995be5707f8b56a46129e878adebdf7ba0024ed91cf5c1346cebd59ff836238cf6be2ddd48ccaaa72,common_voice_en_134520.mp3,Twenty thousand dollars a year?,3,0,thirties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
77447,386251,386251,386911,1078781,82f06e82477cf1a991584b9406a52c4b768b4c082b4526d595e225d6990da57bcd82115c85b7e4ee9489ebcec5bc35470d4006212e2999ce1cc64fa5191dfd98,common_voice_en_18401508.mp3,Nearly all toxicologists agree on that.,2,0,fourties,male,England English,,en,,uk,0.1847397710429457
52288,260423,260423,260707,852029,37fcf2a1b6d5c4845d72fc7bff540fea36a9f3e9942c95b3a6cb3c0b286ed1f09468567c3ea732ee1175a81661f81be5e137471575331fbf9f5456b5200d90ab,common_voice_en_17283830.mp3,"On our way to San Francisco, we were listening to reggae music and smoking weed.",2,0,teens,male,United States English,,en,,usa,0.467988270004379
86573,431901,431901,432561,1154810,e38aec5ad8f4a46ec02887fdd0192504ddd62fbcd5ccbf248f4a5ee3701fad99dcc546a076dedd40ce673839e3187c2b2d5c5528c333b8613207e63b12e55d78,common_voice_en_18285851.mp3,"According to the nursery rhyme, Thursday's Child has far to go",2,0,thirties,male,United States English,,en,,usa,0.467988270004379
8697,43416,43416,43530,295204,4e8e3f4319f8a80d1a77e3daa81715519c66aac8d45dd864bfb89199b44762eb51d5a5d3d96d5f78034083e569bcba035b11f06d00e4e804f3aa6b087253eead,common_voice_en_26986250.mp3,"Not rituals, but knowledge should be one's pursuit.",2,0,,,New Zealand English,,en,,new zealand,0.0156863796469
70969,353972,353972,354374,1020832,56ef6218bdd27655fae9f85f0a18b0cc608586fd0a9709f20dd5f6a4b3ad55d078fa858ae7858359709a699813eaad85527749d9d03639f00fcd2251ef60af96,common_voice_en_18645415.mp3,Do you know how to mend this chair?,2,0,fourties,male,United States English,,en,,usa,0.467988270004379
121805,607277,607277,607937,1419753,b5c9bb77e34f76e3130ba662c4ca78975345e97102b27b4b0fa1c4e4780e078d0487746e577e24531eb5370dd51cb466d469a66dfc378b61001c198fcf9c8756,common_voice_en_32071284.mp3,The tentacles number ten to twenty.,4,0,teens,female,United States English,,en,,usa,0.467988270004379
66061,329920,329920,330322,979933,05de509eb6cc61c14c1666dd3ed14f3cea0eb9d6ca6ded3f3fd74bc1dcc8e89c94e75d4549c921aace6b14428188564f271e73e121ec227ef4d4f6f4f0ab9ccb,common_voice_en_21437856.mp3,It Only Hurts When I'm Breathing received mixed reviews from music critics.,2,0,twenties,female,United States English,,en,,usa,0.467988270004379
4093,20724,20724,20763,188985,219f079f7e98a639ec0a506733c5e55a02c57d16f16cc31e85259e136125c6c1fe05da10d904201159ad8e93f97617f884326db3d7ad63cddad1f62f6c2559de,common_voice_en_652953.mp3,More haste less speed,2,0,fifties,female,United States English,,en,,usa,0.467988270004379
151902,758998,758998,759658,1660462,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_21386516.mp3,In Shakespearian characters he was very popular in the provinces.,4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
3411,17424,17424,17452,168945,e20df63f9023b9835571131798b0aedb4b33389a66473ccb368b2cea09de1a2099fed0959075f9fcdefb84e55ca4b4d6b71287d13857ae947abb779ee2ff7881,common_voice_en_19428411.mp3,It was revealed that alcohol may have influenced Fraser's rage.,2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
142035,709036,709036,709696,1605217,d7b8bd57a847b9f6a92eb975f2fe0a8686ee95a9e71b0168d5ee36090c94b373186a93d864491807465a14b0cb0cd867c6a52509095f73cb3c58490f0fb7f149,common_voice_en_27401568.mp3,The German crew were rescued by four Canadian corvettes.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
4278,21572,21572,21611,193508,4eb80bfcaf560af825567433531acb1a551fe0e428a74841254526979525811d914a63582b65e5dd104987d3fdd4526222276b2f4d0809a1e995511029c006ae,common_voice_en_268126.mp3,All work and no play makes Jack a dull boy.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
89441,446401,446401,447061,1175252,c90b53f826ff81831f6499b9e1e98607e8b2c0f8bbaf8be1bf62bf27dc7ff887bd734b9a4cee852af2d1acda3e479781d7c5a8b1633407b705905c4b5049cb35,common_voice_en_221368.mp3,"What's this, the end of the eighth?",2,0,thirties,male,United States English,,en,,usa,0.467988270004379
5258,26412,26412,26460,218481,42c111e7178a33303aa13b41361dbe6fca36a79ffb147f84a7aaa4c5bf43622d628278de4655c662648c6c75141f1f747594b2a439c5597da31fba38dcfbc788,common_voice_en_27385197.mp3,The station is north of Blackburn railway station.,2,0,,,"Southern African (South Africa, Zimbabwe, Namibia)",,en,,"Southern African (South Africa, Zimbabwe, Namibia)",0.0097766985705184
34570,171933,171933,172099,661562,051e865815e5562d03fef6e4cacfed89f895d8b6f277e73c127c9dfdba66d8d25e0fb3e573d5993d5c57acc97ae8e122b53be1e5d6b24fc2c5f3d01da3d03246,common_voice_en_19614863.mp3,"She has two sons with Thicke, Brennan and singer Robin.",2,0,fifties,female,England English,,en,,uk,0.1847397710429457
133769,668054,668054,668714,1531117,b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce,common_voice_en_30536581.mp3,The detachment was called the Tiananmen Guard Detachment.,4,0,thirties,male,Canadian English,,en,,canada,0.0746899938847759
21056,105381,105381,105519,499231,8dedbb834edcf721fe25cce40ab5a38f5a2070a36610eff8e27226072a97741a01ba269604e36f941f3708c9fb26da40d2822ebd38a4fef33249f3016f873768,common_voice_en_691203.mp3,The meeting was over.,3,0,teens,male,United States English,,en,,usa,0.467988270004379
130318,650475,650475,651135,1504455,8449194e8b74b81d761d7a3786cdd5d099aff4f33737c7f476edf3435c3eb483ff6d6515d153c7cfb9193821f01a3a0bd6b049740b029acd7b1488df9bd579d8,common_voice_en_27313582.mp3,"The channel ceased broadcasting six weeks later, after showing only four episodes.",2,0,twenties,female,Australian English,,en,,australia,0.0562383584134121
145696,727447,727447,728107,1625005,a2576ccf04ad8c0dbe2b29f3843c1ed984d8bd91480766f4bf99c933d99ae8d2b32afc34c7e185b06c2b16deae4fbabb8030906be2455973e2d85d92b0afbc6e,common_voice_en_30280036.mp3,"The ""Tate River"" flows from the east to join the ""Lynd"" in the centre.",2,0,fifties,male,Canadian English,,en,,canada,0.0746899938847759
6912,34362,34362,34422,255493,8317f24383040b6c05f6baa114cece29905ff1df31f6fdb3c166eaceffb166653ba2b8e56b01742548be4044881848e38ee3a02dbd3ab1d41f1f7b7b8c6500b0,common_voice_en_216828.mp3,"Well, then, why do we need all these books? the boy asked.",3,0,twenties,male,United States English,,en,,usa,0.467988270004379
52177,259854,259854,260138,850895,9f6cebab469bceb7d70ecf3baf5983da728cbd83ce373512b836cd30aa9343065df35a6fae80bff807cc9de7328ddd4db4300e1b02d8e35af8b27daf0d4d0d14,common_voice_en_25196191.mp3,They vary from about a minute to five minutes in length.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
82256,410319,410319,410979,1122268,ef37e70e7d40e2d6d1339d83629b0eeb496f89847b9bf1cc845466a6f93120c8550121aee211adb22e035604572a0d7f5a690b980bab9d856d992b633d4bfa99,common_voice_en_558670.mp3,"Thirty every Thursday, sixty at sixty, who knows what!",2,0,fourties,male,United States English,,en,,usa,0.467988270004379
65699,328191,328191,328593,977147,3a31e7a937329766cefb55fba2fc3a2ccdbb32cd7aca6368579e1d058e9002feb91e9e485e4d76c9e3224e06fb6307642630a2311ebb1115e7b70277ce576bda,common_voice_en_545207.mp3,A woman with a white glove and several others.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
37035,184162,184162,184328,692497,04c205e297966b28c826b646442f8f358c9f6302d717f95798596dfcddb6eee1e4d24f5ee7501ff766380f0faa3226645d0924c2d24261a0b9f56df872787cbf,common_voice_en_18242410.mp3,Conscience makes cowards of us all.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
78713,392729,392729,393389,1089041,456085d6db9b4d9189a8a9abfeb22d80368a7f26ff9bb86b526d8ed86247f1341bbbdbb9311643fdae5e0dbf62a6f517d2f6c1a5f9fd8bf93931ee00fb750820,common_voice_en_428214.mp3,That damn mouse could sense my anger.,2,0,sixties,female,United States English,,en,,usa,0.467988270004379
45305,225270,225270,225436,780007,52c5614d3612e674db48da3eb5b2cd956a38f80799dd5466a17e2a698aa74ba9d33119a731efa1e1af718e9b05094c9086fdd8758ac5a95d257505f0d6d9b1ba,common_voice_en_26951748.mp3,His professional career began on a productive note.,2,0,,,Canadian English,,en,,canada,0.0746899938847759
89106,444611,444611,445271,1172304,a38c683ea3889ad8403d1d5920c1a8673c206145f16151267d0efcf470b032337bbd162e9f13ecf16be07c4628f90ab8a744b14792366a5272a726ffd97ecd8d,common_voice_en_559047.mp3,What must I do?,2,0,fourties,male,United States English,,en,,usa,0.467988270004379
46815,232977,232977,233143,796003,f272c03702ab1344284a841c05522188efcf9ceba944f46986515ec3811e266b1b497605db47e717265782d8775d3347dbb77c4825cb55f618e3ab3e25792a91,common_voice_en_26685601.mp3,Bazan said that their friendship has even been strengthened by the breakup.,3,0,,,United States English,,en,,usa,0.467988270004379
89177,444960,444960,445620,1172678,a38c683ea3889ad8403d1d5920c1a8673c206145f16151267d0efcf470b032337bbd162e9f13ecf16be07c4628f90ab8a744b14792366a5272a726ffd97ecd8d,common_voice_en_559440.mp3,The poor boy missed the boat again.,2,0,fourties,male,United States English,,en,,usa,0.467988270004379
96479,480936,480936,481596,1231667,221c834317ce3121809e7a68ecb68dbe9f79584adbce2df28daaf8cec3da3584004bf00721a342111c75f20eae881f7e738137986dd411f4928f1e1a423244c5,common_voice_en_27961104.mp3,Hong reformed the worship and prayer services into Protestant-style ceremonies.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
123066,613669,613669,614329,1437419,70c21ca1cc3de05f3c23b11615cd7d5dd078e03cda0cd46224c802cb358d2bddc9df76042f0f15fe5c3d655d19f20193db107b130128af209e229afabf047b54,common_voice_en_23698912.mp3,He died of pneumonia.,2,0,fifties,female,United States English,,en,,usa,0.467988270004379
122613,611374,611374,612034,1427696,0b3d55acf115fdf88131d7324fa9a7e1a26542405b0671d5ec0d9ed34b40fa0158576fd51ee9cc937a41b1c529f49cfb23fec693ae1382f21ec8fed796a9dece,common_voice_en_27281191.mp3,Many pet rabbits do very well in the home.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
141724,707417,707417,708077,1603271,7eff9a54bdb0619deffda7609d5b8565278e3328de99e63908be2a37c1ad16516240b9c92bc6b68d8130b20dc556f57005dc053f4874a49589f5971a31b97e98,common_voice_en_23008273.mp3,She was a rehabilitation counsellor before entering politics.,2,0,sixties,female,United States English,,en,,usa,0.467988270004379
33100,164594,164594,164760,646311,c1c869ac6cb62a86d6c7221b94ce6727c1c785241330e01a9454b6af210a5d90d81b903df0e1ae8e190c8c30ecf12d0b8f618bffaee90b910f702e9d3937580d,common_voice_en_17259807.mp3,"No, my aunt never wanted her to do that.",2,0,thirties,male,United States English,,en,,usa,0.467988270004379
75769,377778,377778,378438,1064156,cc0abc9548ff03e18612a858a6e501adcf924cf67fa076dd7f90f491f999627325a240e5f8a25387b43d81df494572e96e6185ef1431ab9e4de9246d533a8f9a,common_voice_en_30699707.mp3,He was in the final year of his contract.,2,0,fourties,male,Canadian English,,en,,canada,0.0746899938847759
154602,772596,772596,773256,1677286,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_24918577.mp3,In the afternoon and evening they celebrate Canada Day.,4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
100527,501266,501266,501926,1269226,9a960474622d563c86ed765228fde7143b4049625694ce700446aa3ebd1affc4b696fcf01e3d6be9d17f948b03538abe5e1e35bace38a2fd99d599dce2a542cd,common_voice_en_28697314.mp3,He was in due time admitted doctor in philosophy and in law.,2,0,twenties,female,United States English,,en,,usa,0.467988270004379
9665,48296,48296,48410,313975,7097fd37459c7170a47b8a2c4442dad23b3707ffef4bd1e09b56766c2ff87c0522a5ca94db7611119880fc640689d7885a8cafa1bc327ba6ef1faf6c82b348e2,common_voice_en_41177.mp3,He stood irresolute for a moment and then scrambled out of the pit.,6,0,twenties,male,United States English,,en,,usa,0.467988270004379
86096,429400,429400,430060,1151603,0716c31f93060f09df88184c88e347d6e191286ef6d3b691615e58c69df8626bc1b5c0d9e1bf5968bb9461175d103b46e291998b71621b3ee198f5d32c8b82d5,common_voice_en_25818842.mp3,Westville is known for its Labor Day celebration.,2,0,fourties,male,England English,,en,,uk,0.1847397710429457
122823,612469,612469,613129,1436070,70c21ca1cc3de05f3c23b11615cd7d5dd078e03cda0cd46224c802cb358d2bddc9df76042f0f15fe5c3d655d19f20193db107b130128af209e229afabf047b54,common_voice_en_10208696.mp3,If a job is worth doing it is worth doing well.,2,0,fifties,female,United States English,,en,,usa,0.467988270004379
24786,123623,123623,123789,550032,588d0c3ebb605b8f3a0cb145a01bab17ed4b29bf7dd906afa8d4a279446b28a5d7a175b92b180efda9ac990fd6e58a1f580710353f2d3dc1c112c70c94c757fb,common_voice_en_18529362.mp3,"Drawers, desks, pockets, all things belonging to him.",3,0,teens,male,United States English,,en,,usa,0.467988270004379
40255,200635,200635,200801,731067,367e0d518021f926db2d73ce0e355649f3e05b585819154fe17ec5f4af91ebf4e9d57719db931a6b706906b3ceda3fb5da9245490e6929b427e001481ac4899e,common_voice_en_189499.mp3,Book me a reservation for a party of five for an afghan tea house,2,0,twenties,female,United States English,,en,,usa,0.467988270004379
32879,163572,163572,163738,644200,43be1637c6418a0b22afb56b7873efe03fb95e779286684057288c02fa6dc6c27bd35f73208129fd5d9f1ba3d99124eac73a8fcb4a2e58815c0c654d96c7ba77,common_voice_en_23366923.mp3,He is best known for his rendition of Mickey Mouse and associated characters.,2,0,twenties,male,Hong Kong English,,en,,china,0.0043547034243978
50155,249568,249568,249852,830258,552a4bd8aa5c2466c0f25308a1755d898a5bcec9521f32d88700d186208541f23a37fc6c82283020a9ecba55137f751fe8f6a8035ec3a4e5b78442ba8c3c2676,common_voice_en_478757.mp3,"We're nearing the end of the beginning, and that feels great!",4,0,twenties,male,United States English,,en,,usa,0.467988270004379
85193,425036,425036,425696,1145215,82f6efc51109b0bf49ddffc1c25f741e829f97693190472af40ef149afc34810117bcf347aa5dc553239a149ca670eb50780f5aa54c5744c7406ea577fb9de23,common_voice_en_20725977.mp3,"For example, with sulfite in acidic environments it reacts quickly and completely.",2,0,thirties,female,England English,,en,,uk,0.1847397710429457
695,3495,3495,3509,50394,fe9eaa9a041a28c94a0d0e1307e2051edba58b9da342164359b43599a371312d73bf9cbd7993dc97aebe6ca031ce2cd5db468b7c8f80b8a499ef68cd72a4fece,common_voice_en_17296180.mp3,Did you know that Harry got a new job?,2,0,teens,female,England English,,en,,uk,0.1847397710429457
135366,675966,675966,676626,1545998,ab72e9ab22713aec03a3189202a0713e56016ea07569b3041fcd65d77c9eb3f8c692f7ccaec75c16bbc62476d528f434d829193994cf07fcde9e3b1e4a2fa93a,common_voice_en_18748698.mp3,"It is noted for its Elizabethan country house, maze, landscaped parkland and safari park.",2,0,sixties,male,United States English,,en,,usa,0.467988270004379
156278,781248,781248,781908,1687159,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_33203880.mp3,He was Roman Catholic and lawyer.,2,0,fifties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
28787,143352,143352,143518,595766,a1a9261c4d87a26c9a5241de4bcec0ef130015c3f8b493a9fcea645433bf1273d764a72ef62a746cda6e861a60309464735a3f00adbd5ed7a32219a4a9ff5d9d,common_voice_en_17560880.mp3,"In for a penny, in for a pound.",2,0,thirties,other,United States English,,en,,usa,0.467988270004379
121790,607199,607199,607859,1419649,b5c9bb77e34f76e3130ba662c4ca78975345e97102b27b4b0fa1c4e4780e078d0487746e577e24531eb5370dd51cb466d469a66dfc378b61001c198fcf9c8756,common_voice_en_31991517.mp3,Dust Bowl Ha!,2,0,teens,female,United States English,,en,,usa,0.467988270004379
30682,152864,152864,153030,620013,80ba55eaf61f0919078a9b739949f8258577b23e7f58216194a46e8e76c7c08261e6b07adc2dc6b2e6a248eea2e3766dd46fb69ec6470edd687325d2853ca680,common_voice_en_19578840.mp3,"The steel, pale and brown grey are chinchillated varieties to a certain extent.",2,0,twenties,male,Canadian English,,en,,canada,0.0746899938847759
131483,656632,656632,657292,1512304,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,common_voice_en_27669552.mp3,"The book and special feature characters from Breathed's comic strips ""Bloom County"" and ""Outland"".",2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
78653,392445,392445,393105,1088709,22d70085d0f069350397b476ee8efd3fdd9511371effbbe79af1ed476818fe5be5d9f68fa88631b5c6a58fbda6b4b48b4a728431bd8b5412b4392fdd87a8c680,common_voice_en_26596967.mp3,He developed the symplectic aspects of classical and quantum mechanics.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
10021,50128,50128,50242,320487,52473c57fb20c3a4aca1d64da3ca05363c106996164795d615cac02d3a4c9dfce530527d71b41434fbaf448b7fd2ab24e6485db2489742e5fe3059c6d9914805,common_voice_en_654577.mp3,"The stranger withdrew the sword from the boy's forehead, and the boy felt immensely relieved.",2,0,seventies,male,England English,,en,,uk,0.1847397710429457
66076,330024,330024,330426,980047,2258771ac47a6ade835ceb751a66892d712650e5b6db6f3449ed501bfa7e048b380f80b4c20ca7906375df2a1f45507e1cb5276d65ebf4f19d56338f3139c121,common_voice_en_19721420.mp3,The Hillside Community School is not a member of this district.,2,0,fifties,female,United States English,,en,,usa,0.467988270004379
153061,765039,765039,765699,1667974,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_23768270.mp3,This rule represents the manipulations of Darth Sidious.,4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
19041,95222,95222,95360,466106,d7587028372194e7d01b7fb80e6cbd7d5cb79c0f971c761c78a3adb27f0738257a344cd1aabab8cc7184152b2f015c99b5d878ca9c785952febc30c6e9b5e1cb,common_voice_en_39799.mp3,You're shaking the house down!,2,0,seventies,male,United States English,,en,,usa,0.467988270004379
9175,45773,45773,45887,304548,bb9571436fe8e150e62258cc75559e1afd36191bd95f522d20b83e5698b238c56ccbb6b40e45ba7b59cecba662e593a550365ac4c92688bc4b5ca6a922c789dd,common_voice_en_32886018.mp3,It embodies some of our deepest hopes for human progress.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
137967,688844,688844,689504,1580783,757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,common_voice_en_28316044.mp3,"Jackie Stewart finished in second position, driving a Tyrrell.",2,0,fourties,male,Northern Irish,,en,,ireland,0.021774793786728
99667,497028,497028,497688,1260416,3060134ce35a99803df262be27f5cab745a1e7aac92f3451bb65ab127c78cdf53a6844f3295b4f9a74afb60ba9b1b504ab2d7e2953dc7e5275e63b13e6cd2d3a,common_voice_en_26034988.mp3,Follow the holy bottle!,2,0,fifties,male,United States English,,en,,usa,0.467988270004379
56771,282954,282954,283356,896050,3646524ed06920bdbd2f041d0a8e50c55ec09cbf87dda94409b962ed0397736f2b15e36d96fb8354c268e416df9e784f735dab2f59445d911509c794a2ba0682,common_voice_en_17422808.mp3,Does the sensor still have the same deficits when it comes to interoperability with other vendors?,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
126022,628621,628621,629281,1464468,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,common_voice_en_18130790.mp3,The hinge on the door creaked with old age.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
259,1253,1253,1261,17587,e9d8038b330b9dcdbb0d937a9669c710b99591d4aa6338bf797be88c4a201d6c4301ffc97c4ab8ef8f43a343621ce390958ff895881d34520819aa4e0143b91e,common_voice_en_126409.mp3,Is The Kiss playing,2,0,thirties,male,Canadian English,,en,,canada,0.0746899938847759
90627,452149,452149,452809,1182714,b1458b769af8fc8254b5dfe6ec1188f2b495edc6e345ad3e95d6239c86658baff929458bbb57f034b642a3b024cede80fff1623360a531afc77f11a847bc0edd,common_voice_en_84468.mp3,A teenager has climbed a tree.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
110482,550834,550834,551494,1341814,d1813b3a39bbd5d6f35e04e8e2151930a40e56cefcc57eb71351d6cde06a360b99e6c7791989ff337b308103b8dd7f2f705c01f88506ec4146042276b5a122ce,common_voice_en_18834880.mp3,Picnicking sites are available.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
77389,385986,385986,386646,1078439,de3c7a6c7421bf93d626544bad8ef3eb33f4be1fc68ac63d937ba4291edf2706c97d282c6ee11739d61ad1ede5561dcf13a31b09bec46be8f998b85f9b7cd883,common_voice_en_26282.mp3,"We miss you and miss having a friend like you, and I am so happy that you two got to catch up.",3,0,twenties,female,United States English,,en,,usa,0.467988270004379
18823,94117,94117,94255,462484,2769f8ed648d1302116f29a8b6f13faacf52b62da3c075ae2ad0a605d03652a1284b0d845825dd5f9bfa20124dbeb67a4078b83eb74d856e771c504179733251,common_voice_en_561748.mp3,March was windy and dark.,2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
79821,398053,398053,398713,1096874,f64efdead095df4ee7cab0779941688f071b8481617ac84d3b0219ece8d1e53ebaf30a49bec49a8248a27e3d49badb9947bfd8e80b23975d4fb68ccc02018d09,common_voice_en_17387986.mp3,"John looked out the window of the show-house, happy he had mortgage approval, but worried about the repayments.",2,0,twenties,male,England English,,en,,uk,0.1847397710429457
131937,658991,658991,659651,1515223,b15e81b74f3a01152401371744ce17a419c45a9415478075dd9d5dab5818374ad025c732871b55b1d5242f40357f577ab2dfd02950081c195bf04dd7b8aa7910,common_voice_en_27257125.mp3,"In overall anatomy, the pelvis is far more human-like than ape-like.",2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
121514,605940,605940,606600,1418302,b5c9bb77e34f76e3130ba662c4ca78975345e97102b27b4b0fa1c4e4780e078d0487746e577e24531eb5370dd51cb466d469a66dfc378b61001c198fcf9c8756,common_voice_en_31920605.mp3,These badges were made in different versions.,4,0,teens,female,United States English,,en,,usa,0.467988270004379
128836,643065,643065,643725,1484590,5cd95c7c22c6fd21f386f93b700187d1559ab9a63eab1b44b4af4717e61bee61dbf54a0de0d35e3014a441bc557f5a0a4d36ad4e3a815d4bd3c395c9e98daade,common_voice_en_18418746.mp3,Don't forget your baking tray if you're going to bake biscuits,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
45918,228364,228364,228530,785177,14e01f256ba08e3022116592431f330419df58fd51c71728eb063970afeb211836d35bef3069cd8c6f02551b3ec95b941b61b75e626f937f64bcaaa3ae4102fb,common_voice_en_17729945.mp3,"Other energy sources receive subsidies as well, often much higher.",2,0,teens,male,United States English,,en,,usa,0.467988270004379
120124,599119,599119,599779,1410501,ee0dd2cf4383159aea5f7d2d6919e6311cc2ea9bb1b6c7cd2a5d289c96d7aeab2e6540a57700b8f7438ca48842e58c3c6e6b01160d638bfe2003c0017e32cdbb,common_voice_en_51215.mp3,Not everyone is able to read source code.,3,0,thirties,female,England English,,en,,uk,0.1847397710429457
27806,138532,138532,138698,584368,42c4fd059f932f666dd5730d0859ed629905c2f5bcf416a01700d71b0d806b29a24370505f88744f19d4b4cea37bb7366e00a957e10d68dbfb3bd8ec30f789e5,common_voice_en_25703053.mp3,"The most common paper wasp in Europe is ""Polistes dominula"".",2,0,teens,male,Canadian English,,en,,canada,0.0746899938847759
133242,665298,665298,665958,1528018,b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce,common_voice_en_27336452.mp3,Kings Canyon National Park consists of two sections.,4,0,thirties,male,Canadian English,,en,,canada,0.0746899938847759
